en_key,lang_key,ref,type,co2,classification,attribute,variety
cheese,formaggio,Camembert,vegetarian,14.9,conventional,fresh,
cheese,formaggio,Pecorino,vegetarian,14.9,conventional,fresh,
cheese,formaggio,Raclette,vegetarian,14.9,conventional,fresh,
chicken,pollo,polletto,meat,2.48,conventional,fresh,
chicken,pollo,pollo intero,meat,2.48,conventional,fresh,
milk,latte,latte intero,vegetarian,1.98,conventional,fresh,
sour cream,panna acida,creme fraiche,vegetarian,2.99,conventional,fresh,
black cod,merluzzo nero,carbonaro,meat,0.55,conventional,fresh,
anchovy,acciuga,acciughe,meat,0.599,conventional,fresh,
herring,aringa,Matjes,meat,2.93,conventional,fresh,
sardine,sardina,sardine,meat,2.93,conventional,fresh,
sardine,sardina,sarda,meat,2.93,conventional,fresh,
sardine,sardina,sarde,meat,2.93,conventional,fresh,
swordfish,pesce spada,spada,meat,2.93,conventional,fresh,
bell pepper,peperone,peperoni,vegan,2.62,conventional,fresh,
jalapeno,jalapeno,chipotle,vegan,2.62,conventional,fresh,
iceberg lettuce,lattuga iceberg,iceberg,vegan,0.253,conventional,fresh,
iceberg lettuce,lattuga iceberg,lattuga,vegan,0.253,conventional,fresh,
lemon,limone,citron,vegan,0.409,conventional,fresh,
lemon zest,scorza di limone,buccia di limone,vegan,0.409,conventional,fresh,
corn kernel,chicco di mais,chicchi di mais,vegan,1.41,conventional,fresh,
corn kernel,chicco di mais,chicchi di mais,vegan,1.52,organic,fresh,
corn kernel,chicco di mais,chicchi di mais,vegan,1.03,Swiss integrated production,fresh,
mint,menta,foglie di menta,vegan,0.406,conventional,fresh,
papaya,papaia,papaya,vegan,0.267,conventional,fresh,
nectarine,nettarina,nettarine,vegan,0.591,conventional,fresh,
pear,pera,pere,vegan,0.606,conventional,fresh,
radish,ravanello,ravanelli,vegan,7.88,conventional,fresh,
rape oil,olio di colza,olio di canola,vegan,1.66,conventional,fresh,Switzerland
rape oil,olio di colza,olio di canola,vegan,1.8,conventional,fresh,Rest of World
soybean drink,bevanda di soia,latte di soia,vegan,0.333,conventional,fresh,
blackcurrant,ribes nero,ribes,vegan,0.632,conventional,fresh,
wheat,grano,germe di grano,vegan,0.632,conventional,fresh,
wheat,grano,crusca di frumento,vegan,0.632,conventional,fresh,
granulated sugar,zucchero granulare,zucchero granulato,vegan,0.568,conventional,fresh,sugar beet
granulated sugar,zucchero granulare,zucchero semolato,vegan,0.568,conventional,fresh,sugar beet
granulated sugar,zucchero granulare,zucchero granulato,vegan,1.1872999999999998,conventional,fresh,sugarcane
granulated sugar,zucchero granulare,zucchero semolato,vegan,1.1872999999999998,conventional,fresh,sugarcane
brown sugar,zucchero di canna,zucchero grezzo,vegan,1.13,conventional,fresh,sugarcane
sweetcorn,mais dolce,mais,vegan,0.284,conventional,fresh,
pork,maiale,costine,meat,8.21,conventional,fresh,
tomato,pomodoro,pomodori,vegan,0.505,conventional,fresh,
tomato,pomodoro,pomodorino,vegan,0.505,conventional,fresh,
tomato,pomodoro,pomodorini,vegan,0.505,conventional,fresh,
white asparagus,asparago bianco,asparag,vegan,1.03,conventional,fresh,
yogurt,yogurt,jogurt,vegetarian,2.2,conventional,fresh,
zucchini,zucchine,zucchino,vegan,0.286,conventional,fresh,
zucchini,zucchine,zucchina,vegan,0.286,conventional,fresh,
zucchini,zucchine,zucchini,vegan,0.286,conventional,fresh,
turkey,tacchino,tacchinella,,,,,
vegetables,verdure,verdure miste,vegan,0.5,conventional,fresh,
triple sec,triple sec,Curacao,vegan,2.07,conventional,fresh,
cracker,cracker,amaretti,,,,,
cracker,cracker,cookie,,,,,
cracker,cracker,amaretti,,,,,
cracker,cracker,cookie,,,,,
campari,Campari,aperol,vegan,2.07,conventional,fresh,
squid,calamaro,calamari,,,,,
pomegranate,Melograno,melograni,,,,,
sparkling wine,vino frizzante,Champagne,,,,,
sparkling wine,vino frizzante,Prosecco,,,,,
lemonade,limonata,cola,,,,,
hazelnut milk,latte di nocciole,bevanda di nocciole,,,,,
almond milk,latte di mandorla,bevanda di mandorla,,,,,
persimmon,cachi,caco,,,,,
