en_key,lang_key,ref,type,co2,classification,attribute,variety
nutmeg,nutmeg,mace,vegan,0.367,conventional,fresh,
paprika,paprika,red pepper,vegan,4.274,conventional,fresh,
pepper,pepper,black pepper,vegan,5.314,conventional,fresh,
pepper,pepper,white pepper,vegan,5.314,conventional,fresh,
pepper,pepper,cayenne,vegan,5.314,conventional,fresh,
salt,salt,fleur de sel,vegan,0.584,conventional,fresh,
soy sauce,soy sauce,kikkoman,vegan,1.344,conventional,fresh,
soy sauce,soy sauce,tamari,vegan,1.344,conventional,fresh,
soy sauce,soy sauce,dark sauce,vegan,1.344,conventional,fresh,
agave syrup,agave syrup,agave nectar,vegan,0.969,conventional,fresh,
tomatoes paste,tomatoes paste,tomato puree,vegan,1.732,conventional,fresh,
beer,beer,lager,vegan,0.77,conventional,fresh,
tawny port,tawny port,red port,vegetarian,2.38,conventional,fresh,
tawny port,tawny port,port,vegetarian,2.38,conventional,fresh,
wine,wine,white wine,vegan,2.16,conventional,fresh,
wine,wine,red wine,vegan,2.16,conventional,fresh,
olive oil,olive oil,extra virgin olive oil,vegan,3.06,conventional,fresh,
full fat margarine,full fat margarine,margarine,vegetarian,1.78,conventional,fresh,
sausage,sausage,chorizo,meat,3.62,conventional,fresh,
salad,salad,romaine,vegan,0.28,conventional,fresh,
sweet potato,sweet potato,yam,vegan,0.41,conventional,fresh,
pasta,pasta,spaghetti,vegan,0.46,conventional,fresh,
pasta,pasta,noodles,vegan,0.46,conventional,fresh,
pasta,pasta,penne,vegan,0.46,conventional,fresh,
pasta,pasta,bucatini,vegan,0.46,conventional,fresh,
pasta,pasta,macaroni,vegan,0.46,conventional,fresh,
pasta,pasta,tagliatelle,vegan,0.46,conventional,fresh,
pasta,pasta,fettuccine,vegan,0.46,conventional,fresh,
pasta,pasta,cannelloni,vegan,0.46,conventional,fresh,
pasta,pasta,penne,vegan,0.46,conventional,fresh,
bread,bread,sandwich bread,vegetarian,0.61,conventional,fresh,
bread,bread,ciabatta,vegetarian,0.61,conventional,fresh,
bread,bread,pretzel,vegetarian,0.61,conventional,fresh,
all purpose flour,all purpose flour,purpose flour,vegan,0.34,conventional,fresh,
cream cheese,cream cheese,mascarpone,vegetarian,5.65,conventional,fresh,
whipping cream,whipping cream,whipped topping,vegetarian,4.31,conventional,fresh,
whipping cream,whipping cream,whipped cream,vegetarian,4.31,conventional,fresh,
vegetable broth,vegetable broth,vegetable bouillon,vegan,1.49,conventional,fresh,
vegetable broth,vegetable broth,vegetable stock,vegan,1.49,conventional,fresh,
vegetable broth,vegetable broth,soup,vegan,1.49,conventional,fresh,
chicken broth,chicken broth,chicken soup,meat,1.51,conventional,fresh,
chicken broth,chicken broth,chicken stock,meat,1.51,conventional,fresh,
chicken broth,chicken broth,chicken bouillon,meat,1.51,conventional,fresh,
chicken broth,chicken broth,turkey stock,meat,1.51,conventional,fresh,
beef broth,beef broth,beef bouillon,meat,1.78,conventional,fresh,
pea veggie burger,pea veggie burger,veggie burger,vegetarian,1.8,conventional,fresh,
soy veggie burger,soy veggie burger,veggie burger,vegetarian,1.1,conventional,fresh,
puff pastry,puff pastry,tart shells,vegetarian,1.6,conventional,fresh,
coffee powder,coffee powder,coffee extract,vegan,5.6,conventional,fresh,
coffee powder,coffee powder,espresso powder,vegan,5.6,conventional,fresh,
cocoa powder,cocoa powder,cocoa,vegan,5.0,conventional,fresh,
parmesan,parmesan,parmigiano,vegetarian,6.3,conventional,fresh,
almond drink,almond drink,almond beverage,vegan,0.3,conventional,fresh,
beef mince,beef mince,mince,meat,9.2,conventional,fresh,
beef mince,beef mince,ground beef,meat,9.2,conventional,fresh,
beef mince,beef mince,minced beef,meat,9.2,conventional,fresh,
beef mince,beef mince,ground sirloin,meat,9.2,conventional,fresh,
chocolate,chocolate,couverture,vegetarian,4.1,conventional,fresh,
venison,venison,deer,meat,11.5,conventional,fresh,
bacon,bacon,pancetta,meat,3.23,conventional,fresh,
endive,endive,escarole,vegan,0.59248494,conventional,fresh,
almond,almond,almonds,vegan,2.25,conventional,fresh,
butter,butter,ghee,vegetarian,8.49,conventional,fresh,
white cabbage,white cabbage,cabbage,vegan,0.407,conventional,fresh,
beef,beef,cow,meat,14.9,conventional,fresh,
beef,beef,veal,meat,14.9,conventional,fresh,
beef,beef,chuck,meat,14.9,conventional,fresh,
beef,beef,sirloin,meat,14.9,conventional,fresh,
beef,beef,steak,meat,14.9,conventional,fresh,
beef,beef,buffalo,meat,14.9,conventional,fresh,
beef,beef,bison,meat,14.9,conventional,fresh,
beef,beef,meatballs,meat,14.9,conventional,fresh,
beef,beef,roast,meat,14.9,conventional,fresh,
cheese,cheese,Gruyère,vegetarian,14.9,conventional,fresh,
cheese,cheese,Gouda,vegetarian,14.9,conventional,fresh,
cheese,cheese,gorgonzola,vegetarian,14.9,conventional,fresh,
cheese,cheese,Vacherin,vegetarian,14.9,conventional,fresh,
cheese,cheese,Formaggio di capra,vegetarian,14.9,conventional,fresh,
cheese,cheese,camembert,vegetarian,14.9,conventional,fresh,
cheese,cheese,Pecorino,vegetarian,14.9,conventional,fresh,
cheese,cheese,Raclette,vegetarian,14.9,conventional,fresh,
cheese,cheese,chard,vegetarian,14.9,conventional,fresh,
cheese,cheese,queso,vegetarian,14.9,conventional,fresh,
chicken,chicken,hen,meat,2.48,conventional,fresh,
chicken,chicken,cornfed chicken,meat,2.48,conventional,fresh,
chicken,chicken,whole chicken,meat,2.48,conventional,fresh,
chicken,chicken,chicken breast,meat,2.48,conventional,fresh,
coffee,coffee,espresso,vegan,3.0,conventional,fresh,
milk,milk,full cream milk,vegetarian,1.98,conventional,fresh,
cream,cream,half and half,vegetarian,2.99,conventional,fresh,
sour cream,sour cream,creme fraiche,vegetarian,2.99,conventional,fresh,
black cod,black cod,sablefish,meat,0.55,conventional,fresh,
herring,herring,Matjes,meat,2.93,conventional,fresh,
bell pepper,bell pepper,pimentos,vegan,2.62,conventional,fresh,
jalapeno,jalapeno,chipotle,vegan,2.62,conventional,fresh,
jalapeno,jalapeno,chipotle,vegan,2.62,conventional,fresh,
red chili,red chili,red chiles,vegan,2.62,conventional,fresh,
lemon,lemon,Citron,vegan,0.409,conventional,fresh,
lettuce,lettuce,lettuce leaves,vegan,3.59,conventional,fresh,
linseed,linseed,flax seed,vegan,1.17,conventional,fresh,
cornstarch,cornstarch,Maizena,vegan,0.928,conventional,fresh,
mint,mint,mint leaves,vegan,0.406,conventional,fresh,
rape oil,rape oil,canola oil,vegan,1.66,conventional,fresh,Switzerland
rape oil,rape oil,canola oil,vegan,1.8,conventional,fresh,Rest of World
soybean drink,soybean drink,soybean beverage,vegan,0.333,conventional,fresh,
soybean drink,soybean drink,soy milk,vegan,0.333,conventional,fresh,
wheat,wheat,wheat germ,vegan,0.632,conventional,fresh,
wheat,wheat,wheat bran,vegan,0.632,conventional,fresh,
brown sugar,brown sugar,cane sugar,vegan,1.13,conventional,fresh,sugarcane
sunflower seeds,sunflower seeds,sunflower kernels,vegan,1.42,conventional,fresh,
sunflower seeds,sunflower seeds,sunflower kernels,vegan,0.668,Swiss integrated production,fresh,
pork,pork,schnitzel,meat,8.21,conventional,fresh,
pork,pork,spareribs,meat,8.21,conventional,fresh,
vanilla,vanilla,Bourbon vanilla,vegan,13.4,conventional,fresh,
white asparagus,white asparagus,asparagus,vegan,1.03,conventional,fresh,
zucchini,zucchini,yellow squash,vegan,0.286,conventional,fresh,
zucchini,zucchini,summer squash,vegan,0.286,conventional,fresh,
oil,oil,vegetable oil,vegan,2.4,conventional,fresh,
raisin,raisin,raisins,,0.449,,,
raisin,raisin,sultana,,0.449,,,
maple syrup,maple syrup,maple extract,,,,,
baking mix,baking mix,cake mix,,,,,
baking mix,baking mix,brownie mix,,,,,
baking mix,baking mix,yellow mix,,,,,
baking mix,baking mix,white mix,,,,,
vegetables,vegetables,mixed vegetables,vegan,0.5,conventional,fresh,
turnip,turnip,rutabaga,,,,,
triple sec,triple sec,Curacao,vegan,2.07,conventional,fresh,
tomatoes sauce,tomatoes sauce,pizza sauce,,,,,
cooking oil,cooking oil,cooking spray,,,,,
cracker,cracker,amaretti,,,,,
cracker,cracker,cookie,,,,,
cracker,cracker,amaretti,,,,,
cracker,cracker,cookie,,,,,
pizza dough,pizza dough,pizza crust,,,,,
spicy sauce,spicy sauce,picante sauce,,,,,
campari,campari,aperol,vegan,2.07,conventional,fresh,
fish broth,fish broth,fish stock,,1.5,,,
fish broth,fish broth,fish bouillon,,1.5,,,
pickle,pickle,dill pickle,,,,,
sparkling wine,sparkling wine,champagne,,,,,
sparkling wine,sparkling wine,Prosecco,,,,,
glaze,glaze,frosting,,,,,
dough,dough,wonton wrappers,,,,,
fruit,fruit,mixed fruit,,0.43,,,
lemonade,lemonade,coke,,,,,
lemonade,lemonade,carbonated beverage,,,,,
spread,spread,dulce de leche,,,,,
hazelnut milk,hazelnut milk,hazelnut drink,,,,,
almond milk,almond milk,almond drink,,,,,
