en_key,lang_key,ref,type,co2,classification,attribute,variety
catfish,Wels,Welse,meat,0.55,conventional,fresh,
cod,Dorsch,Dorsche,meat,0.55,conventional,fresh,
dorade,Goldbrasse,Goldbrassen,meat,0.55,conventional,fresh,
flounder,Flunder,Flundern,meat,0.55,conventional,fresh,
grouper,Zackenbarsch,Zackenbarsche,meat,0.55,conventional,fresh,
haddock,Schellfisch,Schellfische,meat,0.55,conventional,fresh,
halibut,Heilbutt,Heilbutte,meat,0.55,conventional,fresh,
lingcod,Lengdorsch,Lengdorsche,meat,0.55,conventional,fresh,
monkfish,Seeteufel,Seeteufel,meat,0.55,conventional,fresh,
mullet,Meeräsche,Meeräschen,meat,0.55,conventional,fresh,
patagonian toothfish,patagonischer Seehecht,patagonischer Seehechte,meat,0.55,conventional,fresh,
pike,Hecht,Hechte,meat,0.55,conventional,fresh,
pollock,Seelachs,Seelachs,meat,0.55,conventional,fresh,
sanddab,Sanddab,Sanddab,meat,0.55,conventional,fresh,
sea bass,Seebarsch,Seebarsche,meat,0.55,conventional,fresh,
shad,Maifisch,Maifische,meat,0.55,conventional,fresh,
skate,Rochen,Rochen,meat,0.55,conventional,fresh,
sole,Seezunge,Seezunge,meat,0.55,conventional,fresh,
sturgeon,Störe,Störe,meat,0.55,conventional,fresh,
tilefish,Torpedobarsch,Torpedobarsche,meat,0.55,conventional,fresh,
turbot,Steinbutt,Steinbutt,meat,0.55,conventional,fresh,
whitebait,Whitebait,Whitebait,meat,0.55,conventional,fresh,
whitefish,Felchen,Felchen,meat,0.55,conventional,fresh,
whiting,Wittling,Wittling,meat,0.55,conventional,fresh,
anchovy,Sardelle,Sardellen,meat,0.599,conventional,fresh,
hake,Seehecht,Seehechte,meat,0.8,conventional,fresh,
bluefish,Blaubarsch,Blaubarsche,meat,2.93,conventional,fresh,
bream,Brasse,Brassen,meat,2.93,conventional,fresh,
dogfish,Hundshai,Hundshaie,meat,2.93,conventional,fresh,
herring,Hering,Heringe,meat,2.93,conventional,fresh,
john dory,Petersfisch,Petersfische,meat,2.93,conventional,fresh,
mackerel,Makrele,Makrelen,meat,2.93,conventional,fresh,
mahi mahi,gemeine Goldmakrele,gemeine Goldmakrelen,meat,2.93,conventional,fresh,
orange roughy,Kaiserbarsch,Kaiserbarsche,meat,2.93,conventional,fresh,
pomfret,Seebrasse,Seebrassen,meat,2.93,conventional,fresh,
pompano,Stachelmakrele,Stachelmakrelen,meat,2.93,conventional,fresh,
sardine,Sardine,Sardinen,meat,2.93,conventional,fresh,
sprat,Sprotte,Sprotten,meat,2.93,conventional,fresh,
swordfish,Schwertfisch,Schwertfische,meat,2.93,conventional,fresh,
green asparagus,grüner Spargel,grüne Spargeln,vegan,1.15,conventional,fresh,
bell pepper,Peperoni,Peperoni,vegan,2.62,conventional,fresh,
habanero,Habanero,Habaneros,vegan,2.62,conventional,fresh,
jalapeno,Jalapeno,Jalapenos,vegan,2.62,conventional,fresh,
okra,Okraschote,Okraschoten,vegan,2.62,conventional,fresh,
yellow bell pepper,gelbe Peperoni,gelbe Peperoni,vegan,2.62,conventional,fresh,
kiwi,Kiwi,Kiwis,vegan,0.594,conventional,fresh,
lemon,Zitrone,Zitronen,vegan,0.409,conventional,fresh,
lime,Limette,Limetten,vegan,0.409,conventional,fresh,
clementine,Clementine,Clementinen,vegan,0.713,conventional,fresh,
mandarine,Mandarine,Mandarinen,vegan,0.713,conventional,fresh,
mandarine,Mandarine,Mandarinen,vegan,0.713,conventional,fresh,
bitter melon,Bittermelone,Bittermelonen,vegan,0.226,conventional,fresh,
cantaloupe,Cantaloupe Melone,Cantaloupe Melonen,vegan,0.226,conventional,fresh,
honeydew,Honigmelone,Honigmelonen,vegan,0.226,conventional,fresh,
melon,Melone,Melonen,vegan,0.226,conventional,fresh,
green onion,grüne Zwiebel,grüne Zwiebeln,vegan,0.449,conventional,fresh,
onion,Zwiebel,Zwiebeln,vegan,0.449,conventional,fresh,
red onion,rote Zwiebel,rote Zwiebeln,vegan,0.449,conventional,fresh,
scallion,Frühlingszwiebel,Frühlingszwiebeln,vegan,0.449,conventional,fresh,
shallot,Schalotte,Schalotten,vegan,0.449,conventional,fresh,
spring onion,Lauchzwiebel,Lauchzwiebeln,vegan,0.449,conventional,fresh,
blood orange,Blutorange,Blutorangen,vegan,0.307,conventional,fresh,
kumquat,Kumquat,Kumquats,vegan,0.307,conventional,fresh,
orange,Orange,Orangen,vegan,0.307,conventional,fresh,fresh
papaya,Papaya,Papayas,vegan,0.267,conventional,fresh,
Paris market carrot,"Karotte ""Pariser Markt""","Karotten ""Pariser Markt""",vegan,0.192,conventional,fresh,
nectarine,Nektarine,Nektarinen,vegan,0.591,conventional,fresh,
peanut,Erdnuss,Erdnüsse,vegan,1.53,conventional,fresh,
pear,Birne,Birnen,vegan,0.606,conventional,fresh,
potato,Kartoffel,Kartoffeln,vegan,0.328,conventional,fresh,
potato,Kartoffel,Kartoffeln,vegan,0.233,organic,fresh,
potato,Kartoffel,Kartoffeln,vegan,0.0888,Swiss integrated production,fresh,
russet potato,Russet Kartoffel,Russet Kartoffeln,vegan,0.328,conventional,fresh,
russet potato,Russet Kartoffel,Russet Kartoffeln,vegan,0.233,organic,fresh,
russet potato,Russet Kartoffel,Russet Kartoffeln,vegan,0.0888,Swiss integrated production,fresh,
sugar snap peas,Kefe,Kefen,vegan,0.403,conventional,fresh,
blackcurrant,schwarze Johannisbeere,schwarze Johannisbeere,vegan,0.632,conventional,fresh,
boysenberry,Boysenbeere,Boysenbeeren,vegan,0.632,conventional,fresh,
cloudberry,Moltebeere,Moltebeeren,vegan,0.632,conventional,fresh,
cranberry,Preiselbeere,Preiselbeeren,vegan,0.632,conventional,fresh,
currant,Johannisbeere,Johannisbeeren,vegan,0.632,conventional,fresh,
currant,Johannisbeere,Johannisbeeren,vegan,0.632,conventional,fresh,
redcurrant,Johannisbeere,Johannisbeeren,vegan,0.632,conventional,fresh,
redcurrant,Johannisbeere,Johannisbeeren,vegan,0.632,conventional,fresh,
elderberry,Holunderbeere,Holunderbeeren,vegan,0.632,conventional,fresh,
goji berry,Gojibeere,Gojibeeren,vegan,0.632,conventional,fresh,
jostaberry,Jostabeere,Jostabeeren,vegan,0.632,conventional,fresh,
juniper berry,Wacholderbeere,Wacholderbeeren,vegan,0.632,conventional,fresh,
marionberry,Marionbeere,Marionbeeren,vegan,0.632,conventional,fresh,
mulberry,Maulbeere,Maulbeeren,vegan,0.632,conventional,fresh,
pineberry,Ananaserdbeere,Ananaserdbeeren,vegan,0.632,conventional,fresh,
salal berry,Salalbeere,Salalbeere,vegan,0.632,conventional,fresh,
salmonberry,Pracht Himbeere,Pracht Himbeeren,vegan,0.632,conventional,fresh,
white currant,weisse Johannisbeere,weisse Johannisbeeren,vegan,0.632,conventional,fresh,
tilapia,Tilapia,Tilapia,meat,5.54,conventional,fresh,
trout,Forelle,Forellen,meat,1.93,conventional,fresh,
white asparagus,weisser Spargel,weisse Spargeln,vegan,1.03,conventional,fresh,
zucchini,Zucchini,Zucchini,vegan,0.286,conventional,fresh,
beet,Rübe,Rüben,,,,,
pickle,Essiggurke,Essiggurken,,,,,
Berry,Beere,Beeren,,,,,
peas,Erbsen,Erbsli,vegan,1.24,conventional,canned,canned
peas,Erbsen,Erbsli,vegan,0.403,conventional,fresh,
peas,Erbsen,Erbsli,vegan,0.744,organic,fresh,
peas,Erbsen,Erbsli,vegan,0.444,Swiss integrated production,fresh,
tea,Tee,Schwarztee,vegan,5.06,conventional,dried,dried
spice,Gewürz,Würze,vegan,0.652,conventional,fresh,fresh
beetroot,rote Beete,Rande,vegan,0.32,conventional,fresh,fresh
beetroot,rote Beete,rote Bete,vegan,0.32,conventional,fresh,fresh
beetroot,rote Beete,Rande,vegan,1.36,conventional,glass,glass
beetroot,rote Beete,rote Bete,vegan,1.36,conventional,glass,glass
langostino,Langostino,Riesengarnele,meat,12.59,conventional,frozen,frozen
shrimp,Garnele,Shrimp,meat,12.59,conventional,frozen,frozen
shrimp,Garnele,Scampi,meat,12.59,conventional,frozen,frozen
blueberry,Heidelbeere,Blaubeere,vegan,0.64,conventional,frozen,frozen
blueberry,Heidelbeere,Blaubeere,vegan,0.54,conventional,fresh,
kale,Grünkohl,Federkohl,vegan,0.8,conventional,glass,glass
kale,Grünkohl,Federkohl,vegan,0.35,conventional,fresh,
plum,Pflaume,mirabelle,vegan,0.22,conventional,fresh,
anise,Anis,Sternanise,vegan,4.526,conventional,fresh,
balsamic vinegar,Balsamico,Aceto Balsamico,vegan,1.474,conventional,fresh,
barbecue sauce,Barbecue Sauce,barbeque sauce,meat,0.983,conventional,fresh,
barbecue sauce,Barbecue Sauce,BBQ Sauce,meat,0.983,conventional,fresh,
bay leaf,Lorbeerblatt,Lorbeer,vegan,0.602,conventional,fresh,
chia seeds,Chiasamen,Chia Samen,vegan,0.92,conventional,fresh,
turmeric,Kurkuma,Kurkumapulver,vegan,0.652,conventional,fresh,
curry,Curry,masala,vegan,0.652,conventional,fresh,
gelatin,Gelatine,Götterspeise,vegetarian,0.652,conventional,fresh,
gelatin,Gelatine,Agar,vegetarian,0.652,conventional,fresh,
herbs,Kräuter,herbes,vegan,0.652,conventional,fresh,
macadamia,Macadamia,Macadamianüsse,vegan,2.678,conventional,fresh,
mayonnaise,Mayonnaise,Mayonaise,vegetarian,1.914,conventional,fresh,
nutmeg,Muskatnuss,Muskat,vegan,0.367,conventional,fresh,
pepper,Pfeffer,Cayenne,vegan,5.314,conventional,fresh,
poppy seed,Mohn,Blaumohn,vegan,0.92,conventional,fresh,
salt,Salz,Fleur de Sel,vegan,0.584,conventional,fresh,
soy sauce,Sojasauce,kikkoman,vegan,1.344,conventional,fresh,
soy sauce,Sojasauce,tamari,vegan,1.344,conventional,fresh,
agave syrup,Agavensirup,Agavennektar,vegan,0.969,conventional,fresh,
agave syrup,Agavensirup,Agavendicksaft,vegan,0.969,conventional,fresh,
agave syrup,Agavensirup,Agavensaft,vegan,0.969,conventional,fresh,
tomatoes paste,Tomatenmark,Tomatenpüree,vegan,1.732,conventional,fresh,
white wine vinegar,Weissweinessig,Essig,vegetarian,1.474,conventional,fresh,
yeast,Hefe,Trockenhefe,vegan,0.754,conventional,fresh,
yeast,Hefe,Frischhefe,vegan,0.754,conventional,fresh,
beer,Bier,Lager,vegan,0.77,conventional,fresh,
whiskey,Whisky,Whiskey,vegan,2.07,conventional,fresh,
liquor,Likör,Marsala,vegan,2.07,conventional,fresh,
wine,Wein,Rotwein,vegan,2.16,conventional,fresh,
wine,Wein,Weisswein,vegan,2.16,conventional,fresh,
olive oil,Olivenöl,Olivenöl extra virgin,vegan,3.06,conventional,fresh,
full fat margarine,Vollfettmargarine,Margarine,vegetarian,1.78,conventional,fresh,
sausage,Wurst,Chorizo,meat,3.62,conventional,fresh,
lamb's lettuce,Nüsslisalat,Feldsalat,vegan,0.27,conventional,fresh,
cherry tomato,Cherrytomate,Cherry Tomaten,vegan,0.91,conventional,fresh,
cherry tomato,Cherrytomate,Kirschtomate,vegan,0.91,conventional,fresh,
cherry tomato,Cherrytomate,Rispentomate,vegan,0.91,conventional,fresh,
cherry tomato,Cherrytomate,Cocktailtomate,vegan,0.91,conventional,fresh,
hubbard squash,Riesenkürbis,Hubbard Squash,vegan,0.21,conventional,fresh,
leek,Lauch,Porree,vegan,0.21,conventional,fresh,
salad,Salat,Lattich,vegan,0.28,conventional,fresh,
sweet potato,Süsskartoffel,Yam,vegan,0.41,conventional,fresh,
savoy,Wirsing,Wirz,vegan,0.3,conventional,fresh,
bread bun,Brötchen,Semmel,vegetarian,0.61,conventional,fresh,
bulgur,Bulgur,Grütze,vegan,0.52,conventional,fresh,
lasagna noodle,Lasangeblätter,lasagne,vegan,0.46,conventional,fresh,
pasta,Pasta,Nudeln,vegan,0.46,conventional,fresh,
pasta,Pasta,Teigwaren,vegan,0.46,conventional,fresh,
pasta,Pasta,Spaghetti,vegan,0.46,conventional,fresh,
pasta,Pasta,penne,vegan,0.46,conventional,fresh,
pasta,Pasta,bucatini,vegan,0.46,conventional,fresh,
pasta,Pasta,macaroni,vegan,0.46,conventional,fresh,
pasta,Pasta,tagliatelle,vegan,0.46,conventional,fresh,
pasta,Pasta,fettuccine,vegan,0.46,conventional,fresh,
pasta,Pasta,cannelloni,vegan,0.46,conventional,fresh,
pasta,Pasta,Penne,vegan,0.46,conventional,fresh,
wholegrain bread,Vollkornbrot,Pumpernickel,vegetarian,0.59,conventional,fresh,
bread,Brot,Paniermehl,vegetarian,0.61,conventional,fresh,
bread,Brot,ciabatta,vegetarian,0.61,conventional,fresh,
bread,Brot,Brezel,vegetarian,0.61,conventional,fresh,
bread,Brot,Brezel,vegetarian,0.61,conventional,fresh,
all purpose flour,Haushaltsmehl,Weissmehl,vegan,0.34,conventional,fresh,
all purpose flour,Haushaltsmehl,Allzweckmehl,vegan,0.34,conventional,fresh,
flour,Mehl,Weizenmehl,vegan,0.34,conventional,fresh,
flour,Mehl,Vollkornmehl,vegan,0.34,conventional,fresh,
walnut,Walnuss,Baumnuss,vegan,0.95,conventional,fresh,
cream cheese,Frischkäse,mascarpone,vegetarian,5.65,conventional,fresh,
curd cheese,Quark,Rahmquark,vegetarian,3.4,conventional,fresh,
cherry,Kirsche,Schattenmorelle,vegan,0.22,conventional,fresh,
honeyberry,Honigbeere,Heckenkirsche,vegan,0.22,conventional,fresh,
passion fruit,Passionsfrucht,Maracuja,vegan,2.3,conventional,fresh,
vegetable broth,Gemüsebrühe,Gemüsebouillon,vegan,1.49,conventional,fresh,
vegetable broth,Gemüsebrühe,Gemüsefond,vegan,1.49,conventional,fresh,
vegetable broth,Gemüsebrühe,suppe,vegan,1.49,conventional,fresh,
chicken broth,Hühnerbrühe,Hühnerbouillon,meat,1.51,conventional,fresh,
chicken broth,Hühnerbrühe,Hühnersuppe,meat,1.51,conventional,fresh,
chicken broth,Hühnerbrühe,Geflügelbrühe,meat,1.51,conventional,fresh,
chicken broth,Hühnerbrühe,Geflügelfond,meat,1.51,conventional,fresh,
coconut milk,Kokosnussmilch,Kokosmilch,vegan,0.54,conventional,fresh,
beef broth,Fleischbrühe,Rindsbouillon,meat,1.78,conventional,fresh,
beef broth,Fleischbrühe,Rindsbrühe,meat,1.78,conventional,fresh,
beef broth,Fleischbrühe,Rinderbrühe,meat,1.78,conventional,fresh,
beef broth,Fleischbrühe,Fleischbouillon,meat,1.78,conventional,fresh,
beef broth,Fleischbrühe,Kalbsfond,meat,1.78,conventional,fresh,
beef broth,Fleischbrühe,Rinderfond,meat,1.78,conventional,fresh,
beef broth,Fleischbrühe,Wildfond,meat,1.78,conventional,fresh,
pea veggie burger,Veggieburger auf Erbsenbasis,Veggieburger,vegetarian,1.8,conventional,fresh,
soy veggie burger,Veggieburger auf Sojabasis,Veggieburger,vegetarian,1.1,conventional,fresh,
coffee powder,Kaffeepulver,Kaffee Extrakt,vegan,5.6,conventional,fresh,
coffee powder,Kaffeepulver,espressopulver,vegan,5.6,conventional,fresh,
cocoa powder,Kakaopulver,Kakao,vegan,5.0,conventional,fresh,
parmesan,Parmesan,parmigiano,vegetarian,6.3,conventional,fresh,
almond drink,Mandeldrink,Mandelgetränk,vegan,0.3,conventional,fresh,
beef mince,Rinder Hackfleisch,Hackfleisch,meat,9.2,conventional,fresh,
beef mince,Rinder Hackfleisch,Gehacktes,meat,9.2,conventional,fresh,
chocolate,Schokolade,Kuvertüre,vegetarian,4.1,conventional,fresh,
chocolate,Schokolade,Schoko,vegetarian,4.1,conventional,fresh,
dark chocolate,Bitterschokolade,schwarze Schokolade,vegetarian,4.1,conventional,fresh,
venison,Hirsch,Hirschfleisch,meat,11.5,conventional,fresh,
venison,Hirsch,Rehschnitzel,meat,11.5,conventional,fresh,
venison,Hirsch,Reh,meat,11.5,conventional,fresh,
venison,Hirsch,Reh,meat,11.5,conventional,fresh,
bacon,Speck,Bacon,meat,3.23,conventional,fresh,
bacon,Speck,pancetta,meat,3.23,conventional,fresh,
chestnut,Kastanie,Marone,vegan,2.80979155,conventional,fresh,
chestnut,Kastanie,Maroni,vegan,2.80979155,conventional,fresh,
Jerusalem artichoke,Jerusalem Artischocke,Topinambur,vegan,1.01155642,conventional,fresh,
endive,Endivie,Chicorée,vegan,0.59248494,conventional,fresh,
pearl barley,Perlgraupen,Gerstengraupen,vegan,0.602,conventional,fresh,
broccoli,Brokkoli,Broccoli,vegan,0.53,conventional,fresh,
butter,Butter,Ghee,vegetarian,8.49,conventional,fresh,
bok choy,chinesischer Senfkohl,Pak Choi,vegan,0.407,conventional,fresh,
white cabbage,Weisskohl,Kohl,vegan,0.407,conventional,fresh,
baby carrot,Babykarotte,Babymöhre,vegan,0.265,conventional,fresh,
carrot,Karotte,Möhre,vegan,0.265,conventional,fresh,
carrot,Karotte,Rüebli,vegan,0.265,conventional,fresh,
beef,Rind,Kuh,meat,14.9,conventional,fresh,
beef,Rind,Rindfleisch,meat,14.9,conventional,fresh,
beef,Rind,Kalb,meat,14.9,conventional,fresh,
beef,Rind,Steak,meat,14.9,conventional,fresh,
beef,Rind,Beef,meat,14.9,conventional,fresh,
beef,Rind,Fleisch,meat,14.9,conventional,fresh,
cheese,Käse,Gruyère,vegetarian,14.9,conventional,fresh,
cheese,Käse,Gouda,vegetarian,14.9,conventional,fresh,
cheese,Käse,gorgonzola,vegetarian,14.9,conventional,fresh,
cheese,Käse,Vacherin,vegetarian,14.9,conventional,fresh,
cheese,Käse,Ziegenkäse,vegetarian,14.9,conventional,fresh,
cheese,Käse,Camembert,vegetarian,14.9,conventional,fresh,
cheese,Käse,Pecorino,vegetarian,14.9,conventional,fresh,
cheese,Käse,Raclette,vegetarian,14.9,conventional,fresh,
cheese,Käse,Blauschimmelkäse,vegetarian,14.9,conventional,fresh,
cheese,Käse,Bergkäse,vegetarian,14.9,conventional,fresh,
cheese,Käse,Schafskäse,vegetarian,14.9,conventional,fresh,
chicken,Poulet,Huhn,meat,2.48,conventional,fresh,
chicken,Poulet,Hähnchen,meat,2.48,conventional,fresh,
chicken,Poulet,Hähnchenbrust,meat,2.48,conventional,fresh,
chicken,Poulet,Hühner,meat,2.48,conventional,fresh,
chicken,Poulet,Maishuhn,meat,2.48,conventional,fresh,
chicken,Poulet,ganzes Huhn,meat,2.48,conventional,fresh,
chicken,Poulet,Pouletfleisch,meat,2.48,conventional,fresh,
chicken,Poulet,Pute,meat,2.48,conventional,fresh,
coconut,Kokosnuss,Kokos,vegan,0.912,conventional,fresh,
coffee,Kaffee,espresso,vegan,3.0,conventional,fresh,
milk,Milch,Vollmilch,vegetarian,1.98,conventional,fresh,
cream,Rahm,Sahne,vegetarian,2.99,conventional,fresh,
cream,Rahm,Creme,vegetarian,2.99,conventional,fresh,
cream,Rahm,Sahne,vegetarian,2.99,conventional,fresh,
sour cream,Sauerrahm,creme fraiche,vegetarian,2.99,conventional,fresh,
broad beans,Saubohnen,dicke Bohnen,vegan,0.711,organic,fresh,
broad beans,Saubohnen,Ackerbohne,vegan,0.711,organic,fresh,
broad beans,Saubohnen,dicke Bohnen,vegan,0.537,Swiss integrated production,fresh,
broad beans,Saubohnen,Ackerbohne,vegan,0.537,Swiss integrated production,fresh,
runner beans,Stangenbohnen,Feuerbohnen,vegan,0.711,organic,fresh,
runner beans,Stangenbohnen,Feuerbohnen,vegan,0.537,Swiss integrated production,fresh,
barracuda,Pfeilhecht,Barrakuda,meat,0.55,conventional,fresh,
barracuda,Pfeilhecht,Barracuda,meat,0.55,conventional,fresh,
basa,Pangasius,Basa,meat,0.55,conventional,fresh,
bass,Barsch,Bass,meat,0.55,conventional,fresh,
perch,Barsch,Bass,meat,0.55,conventional,fresh,
cod,Dorsch,Kabeljau,meat,0.55,conventional,fresh,
dorade,Goldbrasse,goldbrasse Dorade,meat,0.55,conventional,fresh,
patagonian toothfish,patagonischer Seehecht,schwarzer Seehecht,meat,0.55,conventional,fresh,
pollock,Seelachs,Köhler,meat,0.55,conventional,fresh,
salmon,Lachs,Salmon,meat,0.55,conventional,fresh,
sanddab,Sanddab,Citharichthys,meat,0.55,conventional,fresh,
anchovy,Sardelle,anchovis,meat,0.599,conventional,fresh,
anchovy,Sardelle,anchovy,meat,0.599,conventional,fresh,
tuna,Thunfisch,Thon,meat,2.93,conventional,fresh,
herring,Hering,Matjes,meat,2.93,conventional,fresh,
john dory,Petersfisch,John Dory,meat,2.93,conventional,fresh,
bell pepper,Peperoni,pimentos,vegan,2.62,conventional,fresh,
jalapeno,Jalapeno,Chipotle,vegan,2.62,conventional,fresh,
red chili,Chili,Peperoncini,vegan,2.62,conventional,fresh,
red chili,Chili,Peperoncino,vegan,2.62,conventional,fresh,
kiwi,Kiwi,Kiwifrucht,vegan,0.594,conventional,fresh,
lemon,Zitrone,citron,vegan,0.409,conventional,fresh,
lime,Limette,Limone,vegan,0.409,conventional,fresh,
lettuce,Kopfsalat,Salatblätter,vegan,3.59,conventional,fresh,
cornstarch,Maisstärke,Maizena,vegan,0.928,conventional,fresh,
cornstarch,Maisstärke,saucenbinder,vegan,0.928,conventional,fresh,
cornstarch,Maisstärke,Speisestärke,vegan,0.928,conventional,fresh,
cantaloupe,Cantaloupe Melone,Cantaloupe,vegan,0.226,conventional,fresh,
honeydew,Honigmelone,Honigtau,vegan,0.226,conventional,fresh,
mint,Minze,Minzblätter,vegan,0.406,conventional,fresh,
onion,Zwiebel,Gemüsezwiebel,vegan,0.449,conventional,fresh,
spring onion,Lauchzwiebel,Bundzwiebel,vegan,0.449,conventional,fresh,
kumquat,Kumquat,Zwergorangen,vegan,0.307,conventional,fresh,
potato,Kartoffel,Gschwellti,vegan,0.328,conventional,fresh,
potato,Kartoffel,Gschwellti,vegan,0.233,organic,fresh,
potato,Kartoffel,Gschwellti,vegan,0.0888,Swiss integrated production,fresh,
radish,Rettich,Winterrettich,vegan,7.88,conventional,fresh,
radish,Rettich,Daikon,vegan,7.88,conventional,fresh,
radish,Rettich,Radieschen,vegan,7.88,conventional,fresh,
radish,Rettich,Radiesli,vegan,7.88,conventional,fresh,
rape oil,Rapsöl,Canola Öl,vegan,1.66,conventional,fresh,Switzerland
rape oil,Rapsöl,Canola Öl,vegan,1.8,conventional,fresh,Rest of World
lamb,Lamm,Lammfleisch,meat,8.78,conventional,fresh,
soybean drink,Sojadrink,Sojagetränk,vegan,0.333,conventional,fresh,
soybean drink,Sojadrink,Sojamilch,vegan,0.333,conventional,fresh,
cranberry,Preiselbeere,Cranberry,vegan,0.632,conventional,fresh,
cranberry,Preiselbeere,Cranberries,vegan,0.632,conventional,fresh,
miracle fruit,Wunderbeere,Wunderfrucht,vegan,0.632,conventional,fresh,
salal berry,Salalbeere,Shallon Scheinbeere,vegan,0.632,conventional,fresh,
wheat,Weizen,Weizenkeime,vegan,0.632,conventional,fresh,
wheat,Weizen,Weizenkleie,vegan,0.632,conventional,fresh,
pork,Schwein,Schweinefleisch,meat,8.21,conventional,fresh,
pork,Schwein,Kasseler,meat,8.21,conventional,fresh,
pork,Schwein,Rippchen,meat,8.21,conventional,fresh,
pork,Schwein,Rippli,meat,8.21,conventional,fresh,
pork,Schwein,Schnitzel,meat,8.21,conventional,fresh,
pork,Schwein,Spareribs,meat,8.21,conventional,fresh,
vanilla,Vanille,Bourbon Vanille,vegan,13.4,conventional,fresh,
white asparagus,weisser Spargel,Spargel,vegan,1.03,conventional,fresh,
yogurt,Joghurt,Jogurt,vegetarian,2.2,conventional,fresh,
zucchini,Zucchini,Zucchetti,vegan,0.286,conventional,fresh,
raisin,Rosine,Rosinen,,0.449,,,
raisin,Rosine,Sultanine,,0.449,,,
vegetables,Gemüse,Suppengemüse,vegan,0.5,conventional,fresh,
vegetables,Gemüse,Suppengrün,vegan,0.5,conventional,fresh,
vegetables,Gemüse,gemischtes Gemüse,vegan,0.5,conventional,fresh,
bean sprouts,Bohnensprossen,Sojasprossen,,,,,
salad dressing,Salatsosse,Dressing,,,,,
triple sec,triple sec,Curacao,vegan,2.07,conventional,fresh,
cracker,Keks,amaretti,,,,,
cracker,Keks,cookie,,,,,
campari,Campari,aperol,vegan,2.07,conventional,fresh,
fish broth,Fischbrühe,Fischbouillon,,1.5,,,
fish broth,Fischbrühe,Fischfond,,1.5,,,
creme de cacao,Kakao Creme,Paradiescreme,,,,,
pickle,Essiggurke,Cornichon,,,,,
sparkling wine,Sekt,Champagner,,,,,
sparkling wine,Sekt,Prosecco,,,,,
glaze,Glasur,Tortenguss,,,,,
jam,Marmelade,Konfitüre,,,,,
fruit,Früchte,gemischte Früchte,,0.43,,,
fruit,Früchte,Obst,,0.43,,,
rabbit,Hase,Kaninchen,,,,,
lemonade,Limonade,cola,,,,,
broth,Brühe,Bouillon,,1.5,,,
hazelnut milk,Haselnussmilch,Haselnussdrink,,,,,
almond milk,Mandelmilch,Mandeldrink,,,,,
